borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Manhattan,18.29355588972447,2.280055738027519,16.41518476720496,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,31.1550821018618,3.011206410081567,7.207518173935453,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,21.694985479636195,2.745299383825932,12.488372968501483,Computer Science,1,0,1,1,1,DWFI
Brooklyn,14.101043447867472,2.1749213211889122,6.911185579965565,Computer Information Systems,1,0,0,1,0,DWFI
Queens,28.649988065180885,2.532061546418692,10.851883142238398,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,20.200864337820033,2.711474976712489,9.305262125542715,Computer Science,0,0,1,0,1,DWFI
Queens,32.12302359153084,2.5012477678049163,14.805481771173786,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,21.43773519237921,4.210515702176754,21.423030713983792,Computer Science,1,1,1,1,1,DWFI
Outside NYC,15.948276306677748,3.67024523942673,13.611241159922807,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.197960662904027,3.0027331637103396,15.639061852764184,Computer Science,1,0,1,1,0,DWFI
Outside NYC,29.412950834818403,3.037795488502174,12.28469183745884,Computer Information Systems,0,0,0,1,1,DWFI
Outside NYC,21.116686450644032,2.7212022255850723,18.492070700235722,Computer Information Systems,0,1,0,0,1,DWFI
Outside NYC,12.574095070572094,3.4247179904165113,13.376351896713047,Computer Information Systems,0,0,1,1,0,DWFI
Staten Island,26.429762947787975,2.7833896099231517,10.612168057846525,Computer Information Systems,1,0,1,0,0,DWFI
Bronx,29.7800701975696,1.8338492315502546,18.179716678083697,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,23.558713280690466,2.52965117320202,4.866849127400673,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,20.73763739691949,2.4495836794886814,20.022096371551804,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,27.866560024014703,2.950920325858529,13.952954493071534,Computer Science,0,0,1,1,0,DWFI
Outside NYC,16.7492985727238,3.129017822107037,11.106282319705244,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,23.391307407966796,3.0884262265039313,9.585890434764814,Computer Information Systems,1,0,1,0,0,DWFI
Outside NYC,22.13520306322673,3.3821567017942518,10.922576786766312,Computer Information Systems,1,0,1,1,0,DWFI
Queens,22.909342320513243,2.8461977784402253,16.444638369907153,Computer Information Systems,1,1,0,1,0,DWFI
Brooklyn,24.714349872235807,2.8973002832065005,10.53280368451674,Computer Information Systems,0,0,1,1,0,DWFI
Outside NYC,24.145057816944565,3.7611098943124333,4.976497321987125,Computer Information Systems,1,1,1,1,1,DWFI
Manhattan,27.020426627596812,2.4530561449777997,15.044144434790587,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,21.364344323620937,2.7547578104287838,11.101898319844247,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,27.083260610366317,2.1223007327570036,11.256855211730038,Computer Information Systems,0,1,1,0,1,DWFI
Outside NYC,25.174123837519954,3.500176546644447,10.128741222096576,Computer Science,0,1,1,1,0,DWFI
Outside NYC,22.174736244859567,3.276772095449842,12.658998000318014,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,23.613668611684105,3.059147537858203,11.084461285730928,Computer Information Systems,1,0,1,0,1,DWFI
Manhattan,27.019374997372534,2.079243200270296,6.2894172458862325,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,24.261947610563553,2.2250497597310046,14.498629455403186,Computer Information Systems,1,1,1,1,1,DWFI
Manhattan,21.591423848215474,3.2247183363636767,11.676091199336401,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.300745033780494,2.0757594589073065,14.329549968034701,Computer Information Systems,0,1,0,0,0,DWFI
Manhattan,19.715247287228106,1.7321682285096087,20.26337750874076,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,20.12976955127114,3.3195757146419886,5.9346245057334635,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.969195986545213,3.4644407713613674,18.417642787835423,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,16.758057839377493,2.3516125813543898,11.760063437841314,Computer Information Systems,1,1,0,0,0,DWFI
Brooklyn,22.018539889195427,2.211932879992106,21.398295653227517,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,24.16414910978011,2.847040023078071,14.620693030995247,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,18.17940903080767,2.1517294451490083,19.82944181357398,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,19.570183791156865,2.919707094305282,10.314293941631657,Computer Information Systems,1,0,1,0,0,DWFI
Bronx,18.761728291619555,2.5664821237770847,15.883218538309482,Computer Information Systems,1,1,1,1,0,DWFI
Queens,14.27884996475699,3.1656674604284456,9.58213343670721,Computer Science,0,0,0,1,1,DWFI
Outside NYC,16.258464930713384,2.6514880836063277,18.826372292546544,Computer Science,0,1,0,1,1,DWFI
Outside NYC,20.548938942713715,2.628044599333496,17.680191830425326,Computer Science,0,0,0,1,0,DWFI
Manhattan,19.337589415356394,2.968576571886544,7.031976310906873,Computer Information Systems,0,0,1,1,1,DWFI
Brooklyn,32.426717047114636,1.3409175130548725,15.20718922895117,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.933246253822613,1.815131492131814,15.429161052945041,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,24.146709261650113,2.8753732738455025,9.870808029491476,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,22.347691107452498,1.7069590721588397,21.99873837923749,Computer Science,1,1,1,1,1,DWFI
Outside NYC,20.298151511611614,2.7679071331891656,15.346411927805912,Computer Science,1,0,0,0,1,DWFI
Outside NYC,20.729533387417142,2.586532346293861,16.165181618946196,Computer Science,1,0,0,1,1,DWFI
Bronx,23.06069852272661,2.6525618367110892,16.238551568831802,Computer Information Systems,1,0,0,1,1,DWFI
Brooklyn,21.794129707803133,3.269784205493116,17.833625418500418,Computer Information Systems,1,1,1,1,0,DWFI
Manhattan,21.661944097108872,2.905838967783947,12.497182803034375,Computer Information Systems,1,0,1,0,1,DWFI
Outside NYC,28.981765019483927,3.3669362020144673,21.824348324486813,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,22.802333319958013,2.4968821421239307,16.107281766409127,Computer Information Systems,0,0,1,1,1,DWFI
Bronx,26.80462813620675,2.180360111628443,16.778798985447985,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,26.12400219248232,3.5949208429514483,15.9314935538554,Computer Science,0,0,1,1,1,DWFI
Queens,24.34769175356903,3.057876933099584,7.3290286185356015,Computer Science,0,0,1,1,0,DWFI
Brooklyn,21.586123912387905,1.5586245603700646,14.089328737536649,Computer Information Systems,0,1,0,1,1,DWFI
Manhattan,23.679765284138117,3.0150916814649524,16.800647676552522,Computer Information Systems,1,1,1,1,1,DWFI
Manhattan,18.23089934139918,2.700813848911388,7.934745783034132,Computer Science,1,0,0,1,1,DWFI
Manhattan,23.248476337336317,2.050511952374794,12.943866548250933,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,22.238780255538845,3.5524765557727034,11.562888562780463,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,18.45474501717861,2.8314959539374516,11.470767391619962,Computer Information Systems,0,1,1,1,1,DWFI
Brooklyn,24.397478601769244,3.047357656068952,9.035465820125712,Computer Science,1,1,0,1,1,DWFI
Outside NYC,14.406071909933141,3.1388449669020626,14.69673065774986,Computer Information Systems,0,1,1,1,1,DWFI
Outside NYC,28.89780114488542,2.566374731883392,15.866233184338055,Computer Science,0,1,1,1,1,DWFI
Queens,15.70184173668654,2.629742578412471,14.437761721476551,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,7.539719252018159,3.2528421553777944,16.721468030667186,Computer Information Systems,0,0,1,1,0,DWFI
Bronx,28.124090144473627,2.780760148373954,9.640028795489988,Computer Science,1,0,1,0,1,DWFI
Outside NYC,20.59688572482721,2.7741975563210675,11.67133918045337,Computer Science,1,0,0,0,1,DWFI
Manhattan,26.670557662671257,3.8048143892258794,13.280434189390192,Computer Information Systems,1,0,1,1,0,DWFI
Brooklyn,24.675628712029347,3.148956576984171,16.909261379840885,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,27.528404939788604,2.8928099414143054,12.518664976065796,Computer Information Systems,1,1,0,1,0,DWFI
Manhattan,22.92379468335989,3.516970259980613,12.86208788751474,Computer Information Systems,0,0,1,1,1,DWFI
Outside NYC,20.398933228742795,3.034790801498225,14.986643953689548,Computer Science,1,0,1,1,1,DWFI
Outside NYC,30.252354409622633,1.526749332299625,12.77661610644219,Computer Science,1,1,1,0,0,DWFI
Staten Island,21.62297609268924,3.059869977809588,10.066283970715823,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,15.895875453939226,2.8237576663761623,15.06495188022676,Computer Information Systems,0,1,0,0,1,DWFI
Bronx,24.270614093455936,2.949248706882339,19.161629132499165,Computer Information Systems,0,1,0,1,1,DWFI
Bronx,18.078489810080324,3.1520478857009024,12.806957630551468,Computer Information Systems,1,1,1,1,0,DWFI
Outside NYC,24.032955911527676,2.3411599201139257,14.214694827913881,Computer Information Systems,0,1,0,1,0,DWFI
Outside NYC,19.78459017014212,3.4274407116652696,12.793249401616706,Computer Information Systems,1,1,1,0,0,DWFI
Outside NYC,25.646395734830694,3.332890343418196,18.950509575874516,Computer Information Systems,1,0,0,0,0,DWFI
Manhattan,16.352963620009433,3.00596280503665,15.554533698777831,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,24.61764002750997,2.7574397611935346,15.188913200436964,Computer Information Systems,1,0,0,1,1,DWFI
Outside NYC,22.01816707787873,2.2608230642061278,18.771467898726733,Computer Information Systems,1,0,1,1,0,DWFI
Queens,22.589615388466292,2.894038012802351,11.816687254260977,Computer Information Systems,1,1,1,1,0,DWFI
Bronx,20.051280992064726,2.7333654508658602,13.794233666480885,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,24.431904631990434,3.248800097526289,10.093716890460907,Computer Science,1,1,1,1,0,DWFI
Outside NYC,24.981226381318827,3.5457606380062856,21.956792860218375,Computer Information Systems,0,1,1,1,0,DWFI
Bronx,26.532984023116946,2.718716668626519,9.474513731746642,Computer Information Systems,0,0,1,1,0,DWFI
Queens,22.17226017350488,2.800108103348591,16.077145208536226,Computer Information Systems,0,0,1,0,1,DWFI
Outside NYC,13.335326073396109,2.6336623788561244,16.47409560714053,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,25.903280460513948,3.356409748319151,17.233174875521968,Computer Information Systems,1,1,0,1,0,DWFI
Outside NYC,19.977439627506552,2.955165186865512,8.75987101969248,Computer Science,1,0,1,1,0,DWFI
Brooklyn,26.449598900114065,3.0962772833433547,10.901123802364175,Computer Information Systems,1,1,0,1,1,DWFI
Bronx,23.945711437253337,3.0482527632046055,8.412585725196305,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,29.68219317769597,2.8790657900095282,9.693408338295992,Computer Information Systems,1,0,1,1,0,DWFI
Brooklyn,28.422514125773297,2.209250565226987,8.942661472648501,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,23.689719955629325,2.492593575816967,17.76643825108604,Computer Information Systems,0,0,0,1,1,DWFI
Brooklyn,18.634529329850857,2.160745871131431,17.528111661658393,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,14.800497902231857,2.3812594006578602,10.147074949150973,Computer Science,1,1,1,1,0,DWFI
Bronx,27.25760072548965,3.541896441350243,12.986027087143203,Computer Information Systems,1,0,1,0,0,DWFI
Outside NYC,25.649806457074572,2.9520283768594786,16.007341412207726,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,17.962110323943055,3.3910148606192387,9.404171855757543,Computer Information Systems,0,0,1,0,0,DWFI
Outside NYC,24.82507595604958,2.1278981045393355,8.461166123269688,Computer Information Systems,1,0,1,1,0,DWFI
Bronx,19.324587525651026,2.778381337103571,21.522598524224684,Computer Information Systems,1,1,1,1,1,DWFI
Bronx,24.936789472702962,3.9209015856672105,11.583910314032522,Computer Information Systems,1,0,1,1,0,DWFI
Manhattan,24.8222847802066,2.5916834624758684,18.173929950853804,Computer Information Systems,1,0,0,0,0,DWFI
Outside NYC,18.34516121996252,2.764756699145992,15.408333150583267,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,18.334876246680516,3.3657601187120108,13.384082806420443,Computer Information Systems,0,1,1,0,0,DWFI
Outside NYC,29.71960689446177,3.438270677205077,17.60667802050285,Computer Science,1,1,0,1,1,DWFI
Outside NYC,23.854283893165636,2.566081111985914,19.048832209888936,Computer Information Systems,1,1,0,1,1,DWFI
Outside NYC,19.993382454386843,2.777098145337767,13.969875837197579,Computer Information Systems,0,1,0,1,1,DWFI
Manhattan,24.094079866498266,3.3199070307634537,15.572019895557846,Computer Science,1,1,1,0,0,DWFI
Bronx,19.112921014211228,3.380771024129775,16.399737015668713,Computer Information Systems,0,0,1,1,1,DWFI
Queens,25.865458105052312,3.1332985556388118,15.639442922550868,Computer Information Systems,1,1,1,0,1,DWFI
Outside NYC,17.407388201652445,2.095760148645227,17.061969441790026,Computer Science,1,0,0,1,0,DWFI
Outside NYC,19.202752608909545,2.8930303293178845,13.21391785104877,Computer Information Systems,1,0,0,1,0,DWFI
Brooklyn,21.013431161754376,2.8496926781750065,8.63114009960542,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,27.167342690531882,1.8506095915289222,14.831881800086084,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,23.96913006390295,3.189853943912206,7.9092539142352525,Computer Information Systems,0,1,1,1,1,DWFI
Staten Island,20.13820262958002,3.4619597748457975,8.16749178967929,Computer Information Systems,0,1,1,1,0,DWFI
Outside NYC,20.005302367317725,2.1243379782166563,14.57694107954863,Computer Information Systems,1,0,1,1,0,DWFI
Outside NYC,20.9306185917913,2.5606463820436303,9.569866729739173,Computer Information Systems,0,1,1,0,0,DWFI
Outside NYC,24.676161020457556,2.7974614262523745,10.405119226859865,Computer Information Systems,1,0,0,1,1,DWFI
Brooklyn,21.508137662478934,3.1519767275921176,13.326455922569362,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.038908718188086,2.1003087956204833,15.510818060228024,Computer Science,1,1,0,0,1,DWFI
Outside NYC,19.63603412959108,2.3083760719258524,17.462783590107495,Computer Information Systems,0,0,0,1,0,DWFI
Outside NYC,19.309504562691753,3.44757125172486,11.229446549630387,Computer Information Systems,0,1,1,1,0,DWFI
Manhattan,21.3600311495884,3.941785677717836,15.784444502863103,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,25.12213589815367,2.6496273409373328,17.60349785344378,Computer Information Systems,1,1,1,1,0,DWFI
Brooklyn,22.349140736572778,3.2703996589948914,22.131092275244075,Computer Information Systems,0,1,0,1,1,DWFI
Queens,16.28286123110293,2.7979891992770547,8.316636949931949,Computer Information Systems,1,1,1,0,1,DWFI
Brooklyn,19.328826254686536,2.904955203852277,15.795397466680502,Computer Information Systems,0,1,0,0,0,DWFI
Queens,22.00300981387788,2.190828946921431,11.18573766569201,Computer Information Systems,0,1,0,0,1,DWFI
Brooklyn,17.17348849390391,1.5177383573501853,12.867851367442752,Computer Information Systems,1,0,1,0,0,DWFI
Bronx,20.12015004933326,1.9492663612981946,14.47664420152586,Computer Information Systems,0,1,0,0,0,DWFI
Bronx,23.25075095236279,3.0787717538382458,12.291091751995037,Computer Information Systems,0,1,1,1,1,DWFI
Queens,21.188084097265516,3.042873627526346,9.760073569325701,Computer Science,1,1,1,1,0,DWFI
Manhattan,24.060383324042586,2.9816366362081435,11.286144209019456,Computer Information Systems,0,1,1,1,1,DWFI
Brooklyn,23.907621544306384,3.1000301797296794,9.823381963973821,Computer Information Systems,1,0,1,1,1,DWFI
Outside NYC,21.666869737634048,2.8655676806862713,16.55662838667389,Computer Information Systems,0,1,0,0,1,DWFI
Outside NYC,25.621052534700976,3.024610385113244,7.7378194324149865,Computer Information Systems,0,1,0,1,0,DWFI
Bronx,29.52461695556896,3.34464661997944,14.450476809723801,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,24.673683557469253,2.854797673924991,10.68979236093928,Computer Science,1,1,1,1,0,DWFI
Outside NYC,17.618134866198915,2.851089156406669,5.319569253525533,Computer Information Systems,0,0,0,1,1,DWFI
Bronx,21.639814244360768,3.1983551021810905,13.829162244873713,Computer Information Systems,0,1,0,1,1,DWFI
Outside NYC,21.928452387082103,1.7297174611488748,13.265705620397217,Computer Information Systems,1,1,1,1,0,DWFI
Queens,16.389657400992885,2.6592007584071533,19.104698289702554,Computer Information Systems,1,1,0,0,0,DWFI
Outside NYC,25.97504666778475,3.0690929477254123,13.75465933102626,Computer Information Systems,1,1,1,0,0,DWFI
Bronx,29.52710602539177,2.650466871591227,17.250053030093845,Computer Science,1,1,1,1,1,DWFI
Manhattan,26.529799510182535,2.8792272894842994,12.673600285790592,Computer Information Systems,0,1,0,0,0,DWFI
Brooklyn,22.802071886530676,2.737628331190113,15.20517312818266,Computer Information Systems,1,0,0,1,0,DWFI
Outside NYC,26.89071980156504,2.203937688025375,10.362792508663583,Computer Information Systems,0,1,1,1,1,DWFI
Brooklyn,22.760060143728143,3.190399075044504,10.842136328896324,Computer Information Systems,1,1,1,1,1,DWFI
Outside NYC,27.039186945270153,3.356690347842199,13.130087520455794,Computer Information Systems,1,1,0,1,1,DWFI
