,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
4,Outside NYC,25.170341133772183,2.566323847503195,13.343250017603594,Computer Science,1,1,1,1,0,DWFI
5,Queens,26.491091094252337,3.1606468283988693,19.43371227885337,Computer Science,1,1,0,1,0,DWFI
6,Queens,21.00267703467792,2.9333924449833737,7.874277492737147,Computer Information Systems,0,1,0,1,1,DWFI
7,Brooklyn,29.132367325377707,3.4301933826914675,20.980086937923048,Computer Information Systems,1,0,0,1,1,DWFI
8,Outside NYC,18.660850815124277,2.056966206044704,11.230003266265062,Computer Science,1,1,1,0,1,DWFI
9,Outside NYC,17.956712816254818,3.331709174860896,12.273040559100629,Computer Information Systems,1,1,1,0,1,DWFI
10,Brooklyn,24.091486647737728,2.6570919159217348,9.312683018871182,Computer Information Systems,0,1,0,1,0,DWFI
11,Bronx,29.068955343807303,2.9729589725164454,7.763924113967741,Computer Information Systems,1,0,0,1,1,DWFI
12,Outside NYC,22.98476959162174,3.2539613132175234,14.203103996339037,Computer Information Systems,1,0,1,1,0,DWFI
13,Brooklyn,15.469149765687888,2.900321990534369,10.85804923072,Computer Science,0,1,0,1,1,DWFI
14,Manhattan,22.70211626872889,3.665310032792522,16.910529508845357,Computer Information Systems,1,0,1,1,0,DWFI
15,Outside NYC,22.21136544687757,2.8909644558491365,11.974694311481523,Computer Information Systems,0,0,1,1,0,DWFI
16,Brooklyn,23.43710610719411,3.988332295139218,23.180568396150075,Computer Science,0,0,0,0,1,DWFI
17,Staten Island,23.65970052873553,3.664088850172221,19.68026390402146,Computer Science,0,0,1,1,1,DWFI
18,Brooklyn,19.490439108631602,3.1828398595870664,4.067873010812246,Computer Information Systems,1,0,1,1,0,DWFI
19,Manhattan,17.622432576123835,2.7472283080451567,16.401314991374445,Computer Information Systems,0,1,1,0,0,DWFI
20,Manhattan,18.344961624909363,3.288210845810166,8.116171218969088,Computer Science,1,0,0,0,0,DWFI
21,Outside NYC,26.05183503470989,1.5349060364313196,13.15972988091362,Computer Information Systems,0,1,1,1,0,DWFI
22,Outside NYC,21.639433458070062,2.559043924270988,18.342684900320457,Computer Science,1,1,1,1,0,DWFI
23,Bronx,19.0077181228117,2.577546645277241,16.802148145966346,Computer Information Systems,1,1,0,1,0,DWFI
24,Brooklyn,18.695737984124726,4.325095167177174,16.32429160242157,Computer Information Systems,1,1,1,1,1,DWFI
25,Outside NYC,16.48846254992082,2.056632844176092,23.55172544003983,Computer Science,0,1,1,1,1,DWFI
26,Outside NYC,24.777806192596824,3.242816389121729,8.002664852828016,Computer Information Systems,1,1,0,1,1,DWFI
27,Bronx,24.499105885195824,2.4469236662153464,12.988293425940032,Computer Science,1,0,1,1,0,DWFI
28,Outside NYC,21.34332898886923,2.8517650968310706,13.205001037793021,Computer Information Systems,0,0,1,1,1,DWFI
29,Outside NYC,19.21665705885524,2.785641863981048,4.058959178500352,Computer Information Systems,1,1,1,1,1,DWFI
30,Brooklyn,27.905336797797453,2.8008583803539207,9.977174120778917,Computer Science,0,0,1,1,1,DWFI
31,Outside NYC,23.64894218538652,4.03305541716054,18.727160906229344,Computer Information Systems,0,1,1,1,1,DWFI
32,Queens,22.06528409052974,3.8580246448773226,12.85338800392105,Computer Information Systems,1,1,0,1,1,DWFI
33,Outside NYC,17.147024546000075,2.226345531691976,12.71515547555167,Computer Information Systems,1,0,1,1,0,DWFI
34,Outside NYC,19.54638217046798,2.660928644144677,5.857545895732271,Computer Information Systems,0,0,1,0,1,DWFI
35,Manhattan,25.766118425033763,3.079920256894225,11.280670714883705,Computer Information Systems,0,0,0,1,0,DWFI
36,Outside NYC,17.916967883506864,3.1151380131003914,16.2779400408127,Computer Information Systems,0,1,1,1,1,DWFI
37,Outside NYC,15.705146108386195,2.7046332607158123,13.05368813774034,Computer Science,1,1,0,1,1,DWFI
38,Manhattan,23.73474018038512,2.8124131231765825,13.125366191892429,Computer Science,0,1,1,1,0,DWFI
39,Outside NYC,24.45084252991812,2.269529698776284,23.696640456591368,Computer Information Systems,0,1,1,1,0,DWFI
40,Outside NYC,16.103209697469364,3.066832614595626,16.483344950897706,Computer Science,0,0,1,1,1,DWFI
41,Bronx,21.973755805638547,3.5524421927031984,3.0899761474317824,Computer Information Systems,1,1,1,1,1,DWFI
42,Bronx,16.996740137843258,2.352070678783338,17.767124018405507,Computer Information Systems,1,0,1,1,0,DWFI
43,Outside NYC,24.45170033923953,2.5972726200765317,13.968037587835093,Computer Science,1,1,0,0,1,DWFI
44,Outside NYC,29.072709721779514,1.3108193658462801,17.831240385422134,Computer Information Systems,1,1,1,1,1,DWFI
45,Manhattan,18.73122947077815,2.366908983360922,16.391645868285337,Computer Information Systems,1,1,1,1,0,DWFI
46,Outside NYC,19.93386184860566,3.1068861487025314,19.624300426403096,Computer Information Systems,1,1,1,0,0,DWFI
47,Queens,24.01560981590247,3.2526341643205225,8.405009270606747,Computer Information Systems,1,0,1,1,0,DWFI
48,Outside NYC,28.735259735274195,2.8549904606603005,13.42246616517844,Computer Information Systems,0,1,1,1,1,DWFI
49,Manhattan,22.9403140571195,3.0893345454214005,19.932009716679445,Computer Information Systems,1,1,1,1,1,DWFI
50,Outside NYC,22.307328360719694,3.1613043497523385,17.973129082725748,Computer Science,1,1,1,0,1,DWFI
51,Outside NYC,24.142340998231596,3.677813580268047,18.39055783062019,Computer Science,1,1,1,1,1,DWFI
52,Outside NYC,29.83597456024191,2.7309153108809188,16.86513342526594,Computer Information Systems,0,1,1,1,0,DWFI
53,Queens,24.98280242516612,1.5505300401491808,8.686372374466675,Computer Science,1,0,1,1,1,DWFI
54,Queens,26.868739426111407,2.042047869012876,11.98780698478599,Computer Science,1,1,1,1,1,DWFI
55,Outside NYC,16.05882007308712,2.097865642332501,15.631314292050947,Computer Science,1,1,1,0,0,DWFI
56,Outside NYC,23.89927459117026,2.441308342421981,17.86725265552299,Computer Science,0,1,1,1,0,DWFI
57,Outside NYC,22.643893483490956,3.33757563025102,21.847869702848644,Computer Science,1,1,1,0,0,DWFI
58,Queens,26.196346604003693,2.3538568500968817,5.983350102146975,Computer Science,1,1,1,0,1,DWFI
59,Queens,28.046955064113128,2.989878771021273,9.27011150514662,Computer Science,1,0,0,1,0,DWFI
60,Brooklyn,24.619323495555243,2.788484790399079,10.272248974629424,Computer Information Systems,0,0,1,1,1,DWFI
61,Outside NYC,24.26915762001386,2.519509614146703,14.082920067866507,Computer Science,0,1,1,0,1,DWFI
62,Outside NYC,26.89035074043366,3.109120186899843,17.33423954645927,Computer Science,0,1,1,1,0,DWFI
63,Queens,18.488611104589346,2.517047202586985,9.277526697842838,Computer Information Systems,1,1,0,1,1,DWFI
64,Outside NYC,20.9608255405444,1.9484580524970694,3.968768600260363,Computer Information Systems,0,0,0,1,1,DWFI
65,Bronx,25.673084029791656,2.7471937949193754,9.064346302677224,Computer Information Systems,1,0,1,1,1,DWFI
66,Outside NYC,16.806169255938052,1.7862475377398297,21.666959307204984,Computer Information Systems,0,1,1,0,0,DWFI
67,Brooklyn,26.942195210739285,3.9550129389829727,11.624939549343221,Computer Information Systems,1,1,0,1,0,DWFI
68,Queens,27.36131412409293,3.089677534150242,15.963481121878594,Computer Information Systems,0,1,0,0,1,DWFI
69,Outside NYC,26.15728751442674,3.0851680536960266,10.249334062024332,Computer Information Systems,1,1,1,1,0,DWFI
70,Staten Island,23.545203070669025,2.8628452705381373,5.378927006256879,Computer Information Systems,1,0,1,0,0,DWFI
71,Outside NYC,24.70205825931535,2.316800641044701,20.76815614148517,Computer Information Systems,1,0,1,1,1,DWFI
72,Staten Island,18.198207382382353,2.804786419241772,12.845394561461642,Computer Information Systems,0,0,1,1,0,DWFI
73,Bronx,21.820577694953975,3.015483531766163,19.838704736270998,Computer Science,0,0,0,1,0,DWFI
74,Outside NYC,26.020410101616122,1.3940231269635601,15.550622077180607,Computer Science,1,1,1,1,0,DWFI
75,Queens,17.516016163123933,3.5048428039879016,12.81124964532359,Computer Information Systems,1,1,0,1,0,DWFI
76,Outside NYC,25.946048252566317,3.4066342452117935,10.132611565683867,Computer Science,0,1,1,1,1,DWFI
77,Outside NYC,18.71262881230571,3.170774900711056,14.921910574107473,Computer Information Systems,1,1,1,1,0,DWFI
78,Outside NYC,21.64133591810494,3.245586848696073,12.72208436355569,Computer Information Systems,0,1,1,1,1,DWFI
79,Brooklyn,27.400474537278853,3.1155881431278787,11.646241107750589,Computer Information Systems,1,1,1,1,0,DWFI
80,Queens,20.499982659753762,2.470187209012186,11.539432083918374,Computer Science,1,1,1,1,1,DWFI
81,Outside NYC,22.01975826214277,2.862011463932882,7.324136217668406,Computer Information Systems,1,1,1,1,0,DWFI
82,Outside NYC,21.913690480645833,2.29415475195242,6.351115793397564,Computer Information Systems,0,1,0,1,0,DWFI
83,Bronx,23.56590815669066,2.7940322487233464,17.89670334518121,Computer Information Systems,0,1,1,1,1,DWFI
84,Outside NYC,20.304226572669354,3.202897431551429,8.866536727532992,Computer Science,0,0,0,1,1,DWFI
85,Manhattan,20.19975326397826,3.0702957951016936,9.454556672606948,Computer Science,0,1,0,1,1,DWFI
86,Outside NYC,17.632895982391624,3.158235116700306,15.45664452522196,Computer Science,0,0,1,1,1,DWFI
87,Outside NYC,20.783032033180174,2.196636761968941,13.972690324173845,Computer Science,1,1,1,1,0,DWFI
88,Outside NYC,26.087374182859886,3.3807899966760138,15.898412887191228,Computer Information Systems,1,1,0,1,1,DWFI
89,Outside NYC,18.242518830962084,3.300930744485277,15.996746268972398,Computer Science,1,0,0,0,1,DWFI
90,Queens,20.377522471012067,3.2030070715097514,15.867808895034306,Computer Information Systems,1,0,1,1,1,DWFI
91,Manhattan,17.170073741316806,4.029570474182954,8.422671551850854,Computer Information Systems,0,0,0,1,1,DWFI
92,Outside NYC,18.087092220005694,3.322031508870526,15.98026668220359,Computer Science,0,1,0,1,1,DWFI
93,Outside NYC,23.16957835947437,3.1371851856892694,7.637510895285998,Computer Information Systems,1,1,1,1,1,DWFI
94,Bronx,15.583331453102623,2.8978405213576397,10.431639744725794,Computer Information Systems,1,0,1,1,0,DWFI
95,Outside NYC,22.79233567541898,3.1853280547125,11.590799805420541,Computer Information Systems,1,0,1,1,1,DWFI
96,Bronx,20.489703841184234,3.382095072642427,13.92663856577844,Computer Science,0,0,1,1,1,DWFI
97,Outside NYC,18.349071355383696,2.0960034528951903,14.742551044258569,Computer Information Systems,1,1,1,0,1,DWFI
98,Outside NYC,25.021601717619994,3.3554576195444485,17.16939660191746,Computer Science,1,1,1,1,0,DWFI
99,Queens,20.867470563899566,1.433067519817784,13.626363753583579,Computer Information Systems,0,1,1,1,0,DWFI
100,Manhattan,23.320781273597714,1.1942759951665813,7.276408482019751,Computer Information Systems,1,1,1,1,0,DWFI
101,Outside NYC,20.325041162802915,2.876262209227097,18.479125743714047,Computer Information Systems,1,1,1,1,1,DWFI
102,Outside NYC,22.29375218743631,4.1252569889246224,16.17061454432921,Computer Information Systems,1,0,1,1,0,DWFI
103,Outside NYC,25.51007454315036,1.1539198448036314,14.19015446288743,Computer Science,0,0,1,1,1,DWFI
104,Brooklyn,28.395989315318673,2.968452775391866,16.22651549711682,Computer Information Systems,0,0,0,0,0,DWFI
105,Outside NYC,25.194507723266867,1.9547510504928252,17.513756166343345,Computer Science,1,1,1,1,0,DWFI
106,Outside NYC,21.640846793018177,3.0509220402575337,11.672577669457354,Computer Science,1,0,1,1,1,DWFI
107,Outside NYC,21.137516911776597,2.9738234337447254,17.827145633128435,Computer Science,1,0,1,1,1,DWFI
108,Bronx,25.00907636834898,2.7992597394290155,17.43952546943998,Computer Science,1,1,1,1,1,DWFI
109,Brooklyn,23.201546604467918,3.426859860866968,12.825690187122571,Computer Information Systems,1,1,1,1,0,DWFI
110,Outside NYC,21.93490105575872,1.8855244817843766,17.45073366735362,Computer Information Systems,0,0,0,1,1,DWFI
111,Outside NYC,20.31093561312385,3.0176251837030734,16.43403045134953,Computer Information Systems,1,1,1,1,1,DWFI
112,Queens,17.540763962133486,2.2864365834146865,15.590229527706354,Computer Science,1,1,0,0,1,DWFI
113,Queens,16.643490980083463,2.768435847860555,22.886394414412344,Computer Information Systems,1,0,1,1,0,DWFI
114,Outside NYC,24.29495989148535,2.8167036245936,22.023727653539297,Computer Information Systems,1,0,1,1,1,DWFI
115,Outside NYC,23.41023703547622,2.257057887185208,3.0949088709320254,Computer Science,1,1,1,0,1,DWFI
116,Manhattan,24.026100366371693,1.9179497120017572,12.55049465411956,Computer Information Systems,0,1,1,1,1,DWFI
117,Manhattan,19.399071322381324,3.174290909978253,14.433408822409666,Computer Information Systems,1,0,1,1,1,DWFI
118,Outside NYC,23.035047899078272,3.406088356469004,18.89554357258018,Computer Information Systems,1,0,0,1,1,DWFI
119,Outside NYC,23.440335735907574,2.087669760539529,18.55883183039578,Computer Information Systems,1,0,1,1,0,DWFI
120,Queens,21.779624639114363,2.040537404165552,13.394908330223512,Computer Information Systems,1,0,1,1,1,DWFI
121,Manhattan,26.820258498510125,2.805650493003747,8.357990700423489,Computer Science,1,1,0,1,1,DWFI
122,Bronx,17.75638815931307,2.606259740218068,12.12065487944161,Computer Information Systems,1,1,0,1,1,DWFI
123,Brooklyn,23.52605763418503,3.2187885115146484,-1.9286180174083327,Computer Information Systems,0,1,1,0,0,DWFI
124,Outside NYC,22.459407473904616,2.5488954827804484,9.523982459586865,Computer Information Systems,1,1,0,1,0,DWFI
125,Bronx,17.008713003042583,3.5752762012375365,9.55473010523076,Computer Science,0,0,0,1,0,DWFI
126,Outside NYC,22.688593255206086,2.5529384749711515,15.503862775170177,Computer Science,0,1,1,1,0,DWFI
127,Outside NYC,19.16104924689335,3.1632524186906688,26.696334859548656,Computer Science,0,1,1,0,0,DWFI
128,Outside NYC,20.319003697895525,2.5123306359207795,3.462907174155699,Computer Science,1,0,1,1,1,DWFI
129,Outside NYC,22.889501773648366,2.053603088009453,22.328721405577966,Computer Information Systems,1,1,1,0,1,DWFI
130,Brooklyn,22.842206909488723,2.918457488790992,7.925504689263163,Computer Science,1,1,1,1,1,DWFI
131,Outside NYC,25.604590413027978,1.9416679336300524,4.505489377555815,Computer Science,1,1,1,1,1,DWFI
132,Brooklyn,23.853093844975938,2.8547954804375606,10.025392798594066,Computer Science,1,1,0,1,1,DWFI
133,Outside NYC,24.204844302707524,2.7134714204020733,10.770541636299141,Computer Information Systems,1,1,1,1,0,DWFI
134,Outside NYC,17.46597648158776,1.8124551098888344,7.7876285188074625,Computer Information Systems,1,1,0,1,1,DWFI
135,Outside NYC,20.598138294333662,3.09531000368601,14.343924840546423,Computer Information Systems,0,0,0,1,1,DWFI
136,Outside NYC,17.28834989831867,1.8774751367301736,15.342048814208953,Computer Science,0,0,1,1,1,DWFI
137,Outside NYC,13.333378451562936,2.4475429849712533,18.021169849459937,Computer Science,1,1,0,1,1,DWFI
138,Outside NYC,23.963468921853007,2.8192160442180128,8.321051716457733,Computer Science,1,1,1,1,1,DWFI
139,Queens,22.205234844721453,2.7531067023429197,18.789687558263793,Computer Information Systems,0,0,1,1,0,DWFI
140,Brooklyn,24.743133372137724,3.133703244013271,14.660601765892887,Computer Science,0,1,1,1,0,DWFI
141,Outside NYC,30.21130005299348,2.811297524583291,8.875991872157854,Computer Science,1,1,0,1,1,DWFI
142,Queens,22.58048771320118,2.770004853466494,17.966727323074334,Computer Information Systems,1,0,1,1,0,DWFI
143,Outside NYC,19.252816587696678,2.067253897560974,11.347932008830085,Computer Science,1,1,1,0,1,DWFI
144,Outside NYC,28.56939683993143,3.4985881590839245,12.327155278725916,Computer Science,1,1,1,0,0,DWFI
145,Outside NYC,25.277796293149525,3.0992165523062356,19.58844199321976,Computer Science,1,1,0,1,1,DWFI
146,Brooklyn,17.293839112996157,2.81481112044284,14.556255549859847,Computer Information Systems,1,1,1,0,1,DWFI
147,Bronx,17.959529728661558,2.729927921686528,12.458192514051298,Computer Information Systems,1,0,1,1,0,DWFI
148,Outside NYC,17.28754095259539,3.419464909256877,10.459528659455358,Computer Information Systems,1,1,1,1,1,DWFI
149,Outside NYC,27.934402777074492,2.5955783420348664,17.725097461326847,Computer Information Systems,1,1,1,1,0,DWFI
150,Outside NYC,21.456555262730422,2.98581900585201,17.98664595179666,Computer Information Systems,0,0,0,1,1,DWFI
151,Outside NYC,19.550574789960706,3.6259553197457493,24.693962000527726,Computer Information Systems,1,1,1,1,1,DWFI
152,Brooklyn,19.68541507420259,2.7507122941204467,14.400086016298177,Computer Information Systems,1,0,1,1,1,DWFI
153,Manhattan,21.97868473432415,1.9725707099258685,21.19123365567084,Computer Science,1,1,1,1,1,DWFI
154,Queens,25.495834025028536,2.788799131551176,18.395503847988,Computer Science,1,1,1,1,1,DWFI
155,Bronx,23.844078573727373,2.6154726088926323,16.65261731835817,Computer Science,1,0,1,1,0,DWFI
156,Outside NYC,18.177978537282407,2.5153891274694646,13.933910425310568,Computer Science,0,1,1,0,0,DWFI
157,Outside NYC,22.830060356066674,1.7761017416272884,12.00499468124045,Computer Science,1,0,0,1,1,DWFI
158,Outside NYC,23.688969538614536,2.561698650580391,10.73411125411652,Computer Science,0,1,0,1,0,DWFI
159,Outside NYC,20.434013213694527,3.4311008016321343,5.612512770044299,Computer Information Systems,1,0,1,1,1,DWFI
160,Outside NYC,19.575800878955004,2.3590689007684253,5.759132656129079,Computer Science,0,0,1,0,0,DWFI
161,Outside NYC,24.288816177109204,2.3946511676519617,13.569819386086161,Computer Science,1,0,1,0,1,DWFI
162,Bronx,22.654677310845436,2.6210482442069676,10.369578622469577,Computer Science,1,1,1,1,1,DWFI
