index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
14861,Bronx,29.58316255213166,2.4636909350629845,21,Computer Science,0,1,0,1,0,DWFI
15783,Outside NYC,27.47673697555553,2.748957829655688,3,Computer Information Systems,1,0,1,1,0,P
12974,Outside NYC,23.167051475547726,3.4368897140888204,2,Computer Information Systems,0,1,1,0,1,P
3074,Queens,23.05974530694876,3.2117801803912385,6,Computer Information Systems,1,0,0,1,0,P
3619,Bronx,26.01906558138399,2.443308264144168,3,Computer Information Systems,0,1,0,0,1,P
16079,Bronx,23.6280456669942,3.306049493158781,1,Computer Information Systems,0,0,0,1,1,P
5831,Brooklyn,28.971094692593542,3.694134061825757,3,Computer Information Systems,1,1,0,1,0,P
6144,Brooklyn,21.09753620550279,3.424912644592604,5,Computer Information Systems,1,1,0,0,1,P
15116,Queens,26.14815797481912,2.9954243211392084,18,Computer Information Systems,0,0,1,1,0,DWFI
13118,Outside NYC,18.81670274113758,2.777610905484775,14,Computer Information Systems,0,1,0,1,1,DWFI
10720,Queens,16.01312138131295,1.8319298475704149,16,Computer Information Systems,1,1,1,1,1,DWFI
14594,Queens,23.500659617711577,3.6516416292436977,2,Computer Information Systems,1,0,1,0,1,P
12068,Manhattan,22.24000024464484,3.0606007647295423,8,Computer Science,0,1,1,0,1,DWFI
9221,Staten Island,24.9743599925012,2.672758624921865,16,Computer Information Systems,1,1,0,1,1,DWFI
3870,Outside NYC,15.347524421315851,3.334504108558256,4,Computer Information Systems,1,0,0,1,0,P
14392,Bronx,21.036459628957505,3.1901664321748213,5,Computer Information Systems,1,1,1,0,1,P
1375,Bronx,21.90376788165664,3.978810566373447,4,Computer Information Systems,0,0,1,1,1,P
12571,Outside NYC,27.40087007563349,2.6783152645914905,4,Computer Information Systems,1,0,1,1,1,P
6636,Outside NYC,13.52897832006208,3.894125511468399,15,Computer Science,0,1,1,1,1,DWFI
14767,Outside NYC,24.31236817982906,2.302468135513334,12,Computer Science,1,1,1,1,1,DWFI
8529,Outside NYC,19.80004033216811,3.6751584061425815,10,Computer Information Systems,0,1,1,1,0,DWFI
3030,Manhattan,23.465496587799237,2.8954340809967265,4,Computer Information Systems,0,0,1,1,1,P
5615,Outside NYC,21.081944496811733,3.85751219625815,14,Computer Science,1,1,1,0,1,DWFI
11909,Manhattan,27.82346893758158,3.261149740250018,2,Computer Information Systems,1,1,1,0,1,P
3625,Outside NYC,21.599102207418944,3.362926850592704,6,Computer Science,1,1,1,1,1,P
5824,Outside NYC,18.27884667978602,2.5376794714219555,12,Computer Science,1,1,0,1,0,DWFI
2259,Outside NYC,19.083423006598103,2.9820476356933394,4,Computer Science,1,0,1,0,1,P
1411,Outside NYC,30.51365716862361,2.78981463129309,0,Computer Information Systems,0,1,0,0,1,P
4733,Bronx,27.127289994380646,3.0449904037569304,11,Computer Information Systems,0,1,1,0,0,DWFI
1260,Outside NYC,18.92517845448693,2.710995254108949,4,Computer Information Systems,1,0,1,0,1,P
595,Queens,29.915743943586897,2.486451718226232,3,Computer Science,1,0,0,1,0,P
517,Brooklyn,22.556699547198185,3.248827059707848,5,Computer Information Systems,0,0,1,0,0,P
754,Outside NYC,20.694601714553748,2.300628101296244,2,Computer Information Systems,1,0,0,0,0,P
6540,Brooklyn,24.361441868992763,2.7727509626016333,11,Computer Science,1,1,0,1,1,DWFI
16023,Bronx,22.99399136586811,2.9808824957210875,9,Computer Information Systems,1,0,1,1,1,DWFI
11418,Queens,22.000469787867488,2.820991036410896,17,Computer Information Systems,1,1,1,1,1,DWFI
14584,Outside NYC,22.344093226519927,3.114526507428317,6,Computer Information Systems,1,0,1,1,0,P
3677,Manhattan,22.512322775054997,2.9751037568456566,2,Computer Information Systems,1,1,0,0,1,P
5967,Staten Island,22.662759952494955,2.4005498403602843,0,Computer Information Systems,1,1,0,1,0,P
8351,Bronx,20.552508652564125,3.309195415988997,8,Computer Information Systems,1,1,1,1,1,DWFI
190,Manhattan,23.96310145395393,3.2182795796696184,4,Computer Information Systems,0,0,1,0,0,P
13776,Brooklyn,33.05965537471081,2.2471567856801338,1,Computer Science,0,0,1,1,0,P
11216,Outside NYC,17.78355209765176,2.9010372280181294,11,Computer Science,1,1,1,1,0,DWFI
15230,Brooklyn,24.10398583178682,2.782401940239607,4,Computer Science,1,1,1,1,0,P
14872,Brooklyn,26.753559318220585,3.4546406180394955,3,Computer Information Systems,1,0,0,0,0,P
3820,Queens,32.564536769852026,3.5668887019917674,3,Computer Information Systems,1,0,1,0,1,P
15323,Manhattan,26.39491364361677,3.454608637806233,9,Computer Science,0,1,1,1,0,DWFI
16320,Outside NYC,25.73623476205384,2.5014027147880458,13,Computer Science,0,0,0,1,0,DWFI
12642,Manhattan,27.74782611002904,3.150783509630549,6,Computer Science,1,1,0,0,0,P
6600,Outside NYC,17.594617189618603,2.43731050353324,18,Computer Information Systems,0,0,1,1,1,DWFI
5683,Bronx,23.35357504393833,3.5171570184263463,4,Computer Information Systems,0,1,0,1,1,P
2190,Outside NYC,20.486537967691063,2.6922493619885843,4,Computer Information Systems,1,0,1,0,0,P
948,Outside NYC,21.407330374281884,2.298944264953283,3,Computer Information Systems,1,1,1,1,1,P
12323,Manhattan,22.36495572424093,3.224549537345472,23,Computer Information Systems,1,1,1,1,1,DWFI
2528,Manhattan,19.508653887132223,3.352255199233986,2,Computer Information Systems,1,1,0,0,1,P
6706,Brooklyn,26.10158810853122,2.8320867480812995,2,Computer Information Systems,1,1,1,0,0,P
1711,Brooklyn,28.781742290890293,3.8275866151951,3,Computer Science,0,1,1,0,0,P
3033,Queens,21.865540263076237,2.478643551870407,1,Computer Information Systems,1,1,1,0,0,P
14890,Outside NYC,19.67055714555572,3.076770295891911,19,Computer Information Systems,1,1,1,1,1,DWFI
3147,Outside NYC,30.12111783198559,2.469261232724607,3,Computer Information Systems,1,1,0,0,0,P
5589,Brooklyn,18.411989394238866,2.898465006526496,11,Computer Information Systems,0,1,1,1,1,DWFI
12483,Outside NYC,26.043464986446864,3.409241369996723,3,Computer Information Systems,1,1,0,0,0,P
15717,Outside NYC,23.73866753143577,3.098513672849582,14,Computer Information Systems,1,0,1,1,1,DWFI
15358,Manhattan,31.446517091262265,3.324315735909151,2,Computer Information Systems,1,1,1,0,0,P
8789,Bronx,23.683802850519736,2.4220206115616363,13,Computer Information Systems,1,1,1,1,0,DWFI
13801,Bronx,21.95006134830586,3.2702291674452986,7,Computer Information Systems,1,1,1,1,1,DWFI
12784,Outside NYC,19.449679223986884,4.217226385078977,17,Computer Information Systems,0,1,1,1,1,DWFI
16195,Brooklyn,30.523371111305064,3.2494807689406677,5,Computer Information Systems,0,1,0,1,0,P
11674,Brooklyn,30.72173950312087,2.6460464257060075,2,Computer Information Systems,1,1,0,0,1,P
13018,Bronx,28.94187977311025,2.73871152583652,1,Computer Information Systems,0,0,1,0,0,P
2675,Queens,23.56261815399732,3.735244306658271,1,Computer Information Systems,0,1,0,0,0,P
16612,Outside NYC,26.49225533990816,3.450801839910377,17,Computer Information Systems,1,1,1,1,1,DWFI
820,Bronx,17.564743540473852,3.1434332928426327,0,Computer Information Systems,1,0,1,0,0,P
2274,Queens,28.363130081889164,3.1522375533389435,4,Computer Information Systems,0,1,1,0,1,P
14322,Queens,26.29132974755205,2.726170778539026,1,Computer Information Systems,1,1,0,0,1,P
2295,Manhattan,22.95612346582441,3.521703359700784,2,Computer Information Systems,1,0,1,0,1,P
7946,Brooklyn,28.455178587914617,3.308686650306364,4,Computer Information Systems,0,1,0,0,0,P
6661,Manhattan,19.392511864206035,2.7813059843856824,13,Computer Information Systems,0,1,1,1,1,DWFI
15692,Outside NYC,25.346135568737097,2.733567921217556,9,Computer Science,0,1,1,0,1,DWFI
16882,Brooklyn,18.003367751873014,2.8514936376715654,1,Computer Information Systems,1,1,0,1,0,P
14758,Staten Island,17.888248664599907,2.596324411824404,11,Computer Science,0,1,0,1,1,DWFI
15796,Outside NYC,23.67579880983771,2.814048283857216,1,Computer Information Systems,1,1,0,0,0,P
12888,Manhattan,24.636887683281145,2.180277971499893,16,Computer Information Systems,0,1,0,1,1,DWFI
13366,Brooklyn,24.776329555345825,3.259550048026326,1,Computer Information Systems,0,1,1,0,0,P
5,Manhattan,21.689041794977857,2.473362072791379,4,Computer Information Systems,1,1,1,0,1,P
14081,Outside NYC,16.682289410325495,2.8914628522167902,18,Computer Information Systems,1,1,0,1,1,DWFI
5545,Manhattan,24.875148886088837,3.382517876694986,14,Computer Information Systems,0,1,1,0,1,DWFI
118,Outside NYC,25.322370456615488,3.471607346042775,3,Computer Information Systems,0,0,1,1,1,P
2100,Queens,27.41620762121228,3.6192573806605863,4,Computer Information Systems,0,0,0,1,1,P
1188,Brooklyn,23.345932638126385,3.9633173218354303,4,Computer Science,0,1,1,1,0,P
8878,Outside NYC,21.225987197635757,3.3280203882925754,14,Computer Information Systems,1,1,0,1,1,DWFI
4005,Brooklyn,28.818277210157085,3.069690848534651,3,Computer Information Systems,1,0,1,1,0,P
5695,Outside NYC,23.732438581362587,3.9116004102183104,16,Computer Information Systems,0,0,0,1,0,DWFI
4656,Outside NYC,11.437123984030974,3.020215171789194,3,Computer Information Systems,1,0,1,0,1,P
4555,Queens,17.83500831724386,1.6907427206405492,10,Computer Science,1,1,1,1,1,DWFI
1799,Bronx,26.388709910092853,4.031334961509697,2,Computer Science,1,1,1,0,0,P
5643,Queens,26.197749402810533,4.11446399921646,3,Computer Information Systems,0,1,1,1,1,P
3794,Brooklyn,25.94397921472495,3.380238075427922,2,Computer Information Systems,1,0,0,0,0,P
12956,Manhattan,24.382800489242037,3.4105249605399988,1,Computer Information Systems,1,0,1,1,1,P
8941,Queens,17.06921006483396,3.447576643474584,18,Computer Information Systems,0,1,1,0,1,DWFI
13110,Brooklyn,21.44165850037396,2.297240178578728,18,Computer Science,0,0,1,1,1,DWFI
7747,Manhattan,21.826915241969,3.4269010886219804,0,Computer Science,1,1,1,0,1,P
9082,Manhattan,22.25484243896641,2.733107121256685,12,Computer Science,0,1,1,1,1,DWFI
4145,Outside NYC,23.44625531409412,3.1799105569326347,1,Computer Information Systems,1,0,1,1,0,P
4147,Outside NYC,24.47409982293562,2.7974468371606926,3,Computer Science,0,1,0,1,1,P
3907,Queens,13.75030964647887,2.71167012213799,4,Computer Science,0,0,1,1,0,P
6542,Brooklyn,18.30850120340273,3.187223665274822,4,Computer Science,1,1,1,1,1,P
11509,Bronx,28.645636349925525,3.484669233601279,19,Computer Information Systems,1,1,1,1,0,DWFI
8365,Outside NYC,30.700345883035947,3.3862832817307367,19,Computer Information Systems,0,1,1,1,1,DWFI
2677,Brooklyn,26.28853771767777,1.7522449159913864,2,Computer Information Systems,1,1,0,1,1,P
3245,Outside NYC,32.17226937972192,2.56181593586236,5,Computer Science,1,0,1,0,0,P
446,Bronx,28.9789495837135,2.1670870502593447,5,Computer Science,1,0,1,1,1,P
7725,Outside NYC,25.260334951217686,2.3843146630655845,2,Computer Science,1,0,1,1,1,P
11086,Outside NYC,21.18633555240496,3.0282532930429804,3,Computer Information Systems,1,1,0,1,0,P
13267,Bronx,21.393276337120867,3.2678966177448445,4,Computer Information Systems,0,1,1,1,1,DWFI
13371,Bronx,26.463879296167026,2.6847869060396468,3,Computer Information Systems,1,1,0,0,0,P
2881,Bronx,27.54710267337545,2.7364015193893096,5,Computer Information Systems,0,0,1,1,1,P
11946,Brooklyn,19.697357240630627,2.1696024101989297,9,Computer Information Systems,0,1,0,1,1,DWFI
6487,Manhattan,21.78117919775051,2.711155241767209,5,Computer Information Systems,1,0,1,0,0,P
9600,Manhattan,27.067058256583355,3.397724393749535,6,Computer Information Systems,1,0,1,0,0,P
9026,Staten Island,19.40360615911614,2.355725354914173,11,Computer Science,0,1,1,0,1,DWFI
15173,Bronx,20.937401046957167,2.618141642584282,3,Computer Information Systems,0,1,1,0,1,P
1677,Bronx,26.40972961198109,3.28565924126743,1,Computer Information Systems,0,1,0,1,0,P
11506,Manhattan,20.248096384764946,2.138186624814331,13,Computer Information Systems,1,0,1,1,1,DWFI
12715,Outside NYC,22.32148943963437,2.9538978342320665,3,Computer Science,0,1,1,0,0,P
13261,Bronx,20.293178956726788,3.012184475386261,18,Computer Information Systems,0,0,1,1,1,DWFI
9090,Outside NYC,28.182863460148155,2.521509581260671,10,Computer Science,1,1,1,1,0,DWFI
1504,Brooklyn,28.06520616130529,3.4877698005954345,1,Computer Science,1,0,0,0,0,P
13938,Outside NYC,22.200835920463064,3.4249660039070915,13,Computer Information Systems,0,1,0,0,1,DWFI
7773,Bronx,29.70257855947589,3.256905337177717,25,Computer Information Systems,1,1,0,1,0,DWFI
9246,Bronx,21.85118746880816,2.8667988846451653,10,Computer Science,0,1,1,1,1,DWFI
11158,Outside NYC,27.157933920820845,2.0097600360657912,0,Computer Information Systems,0,1,1,0,1,P
5357,Brooklyn,29.17194231649776,4.02794494231733,4,Computer Science,1,1,1,0,1,P
15177,Queens,21.91496375246553,2.341132158332265,1,Computer Information Systems,1,0,1,1,0,P
8401,Outside NYC,19.089332195217484,2.841208740242869,13,Computer Information Systems,0,1,0,1,1,DWFI
2658,Outside NYC,30.680361441170355,2.790339162478044,4,Computer Science,1,0,0,0,1,P
5801,Outside NYC,22.68088042292017,3.1820037415778883,17,Computer Information Systems,1,1,1,1,0,DWFI
13999,Outside NYC,24.159029666424395,2.775840434792465,10,Computer Science,0,1,1,1,0,DWFI
11734,Brooklyn,32.75527421298344,3.338750928154153,1,Computer Information Systems,0,0,0,0,0,P
13980,Bronx,24.10589918080988,2.7763371407472697,17,Computer Information Systems,0,1,0,1,1,DWFI
1733,Outside NYC,19.74675942618942,3.3886740707774488,2,Computer Science,1,1,1,0,0,P
11003,Outside NYC,25.172822398107236,3.239877982030282,14,Computer Information Systems,0,0,1,1,0,DWFI
14303,Brooklyn,17.004545065147973,2.8552658724700146,2,Computer Information Systems,0,1,1,0,0,P
1065,Queens,23.752490431122403,2.619380564442248,3,Computer Information Systems,1,1,1,1,0,P
10407,Brooklyn,14.66673453673617,3.182128658697581,3,Computer Information Systems,1,0,0,1,1,P
11829,Outside NYC,22.78681656630764,3.0521125110452827,3,Computer Information Systems,1,0,1,0,0,P
15655,Bronx,28.13165723832201,3.2218279953048805,3,Computer Science,1,0,0,0,0,P
15551,Queens,21.22709667240277,3.2941165373144066,12,Computer Science,0,1,1,0,1,DWFI
7037,Bronx,25.37605271590671,3.192492572192527,4,Computer Information Systems,1,1,0,0,1,P
12780,Outside NYC,23.906229014843102,2.889920965428164,2,Computer Information Systems,1,1,0,1,0,P
11018,Staten Island,27.051377684665862,3.7968090001274826,4,Computer Information Systems,1,0,0,1,0,P
13238,Outside NYC,18.10139808533836,2.81200343659727,12,Computer Science,1,1,1,1,0,DWFI
6479,Outside NYC,22.789795120114977,2.589487706305986,18,Computer Science,0,0,1,1,1,DWFI
4751,Queens,25.234114655499447,3.279768402597094,1,Computer Information Systems,1,0,0,0,0,P
8487,Brooklyn,19.74015882030044,2.1419295501598032,18,Computer Information Systems,0,1,0,1,1,DWFI
15421,Staten Island,24.73646427077593,3.2038935399673147,6,Computer Information Systems,1,1,0,0,0,P
4828,Outside NYC,30.205078445100995,3.219407367085202,3,Computer Information Systems,1,1,1,1,1,P
16545,Bronx,20.269061226006333,3.34646543384643,9,Computer Science,0,1,1,1,0,DWFI
15312,Bronx,23.922762432392314,2.912405747383467,1,Computer Science,1,0,1,0,0,P
15104,Brooklyn,27.99780466880286,2.415595497255808,13,Computer Information Systems,1,0,1,1,0,DWFI
5766,Manhattan,25.89256442730199,3.3928493663877983,2,Computer Information Systems,0,1,1,0,0,P
5443,Queens,16.42320722442879,3.4159033459503667,5,Computer Information Systems,1,0,0,0,0,P
9176,Manhattan,17.50188228527453,3.2078554010574774,9,Computer Science,1,1,1,0,0,DWFI
800,Queens,19.54145389867834,2.341062659797237,3,Computer Information Systems,1,0,1,0,1,P
7959,Outside NYC,18.055304532077308,2.8567540869624217,15,Computer Information Systems,1,1,1,1,1,DWFI
14088,Queens,25.576353304639504,3.028248523766819,2,Computer Information Systems,1,0,1,0,1,P
12646,Queens,15.283084889791656,2.092903834187906,12,Computer Science,1,1,1,1,0,DWFI
10902,Staten Island,17.01680980977121,3.402008284217338,2,Computer Information Systems,1,1,0,0,1,P
8047,Outside NYC,18.01998488048013,2.447398345635044,11,Computer Information Systems,1,1,1,1,0,DWFI
8696,Outside NYC,29.26627512579047,2.88167022237762,21,Computer Science,0,1,1,0,0,DWFI
14182,Manhattan,17.442718297142566,3.076551006723626,4,Computer Information Systems,1,1,0,0,1,P
5743,Outside NYC,28.52199517427628,3.3297786761364097,18,Computer Information Systems,0,1,1,1,0,DWFI
11643,Outside NYC,16.99660920875519,3.390478633690315,10,Computer Science,1,1,1,1,1,DWFI
13961,Brooklyn,20.875551030810332,2.5560020812084217,3,Computer Science,1,1,0,1,0,P
2167,Outside NYC,24.14738700585419,2.799790233087502,4,Computer Information Systems,1,1,1,0,1,P
7269,Outside NYC,23.645794649613407,2.8013379044889675,3,Computer Information Systems,1,1,0,1,1,P
16771,Outside NYC,15.25903465019258,2.288573807467716,11,Computer Science,1,1,1,1,1,DWFI
15740,Queens,21.30598467272433,3.519435092589679,0,Computer Science,1,1,1,0,1,P
15754,Outside NYC,24.07339762466932,2.8540450747129458,16,Computer Science,0,1,1,1,0,DWFI
14911,Outside NYC,26.754103756095137,2.531897250676451,10,Computer Science,1,1,1,1,0,DWFI
11562,Outside NYC,25.550333230478547,3.6905981066041935,2,Computer Information Systems,1,0,0,0,1,P
2331,Outside NYC,21.2857097238338,2.887865430104907,4,Computer Information Systems,0,1,1,1,0,P
7922,Bronx,17.498426691955984,3.109236529462508,4,Computer Information Systems,1,1,1,0,1,P
14792,Bronx,25.031134680082364,3.1598478448086564,8,Computer Information Systems,1,1,1,0,0,P
696,Bronx,21.83407582405042,3.101747094071133,4,Computer Science,1,0,0,0,1,P
15444,Brooklyn,19.12965011765541,3.4370265894368206,17,Computer Science,0,1,0,1,1,DWFI
15146,Outside NYC,24.93638304798946,2.901948955357985,18,Computer Information Systems,1,1,0,1,1,DWFI
10794,Outside NYC,25.436660097238416,2.320897894258584,10,Computer Information Systems,0,0,0,1,1,DWFI
5755,Staten Island,22.939330970308845,2.8055372255631985,18,Computer Information Systems,0,1,0,0,0,DWFI
4109,Queens,18.610092882266887,1.8902624864859916,14,Computer Information Systems,1,1,0,1,1,DWFI
9763,Outside NYC,24.60480316839083,3.309892380450012,13,Computer Science,0,1,1,1,0,DWFI
5736,Brooklyn,28.30696233833685,3.993540324998008,3,Computer Science,1,0,1,0,0,P
14659,Bronx,20.812735714444116,2.7149640004680835,11,Computer Information Systems,1,1,0,1,0,DWFI
1427,Manhattan,25.9309189960419,2.8832323906464707,2,Computer Information Systems,1,1,0,0,1,P
5945,Brooklyn,17.746561009943534,3.1508008345922742,20,Computer Information Systems,0,0,0,1,1,DWFI
763,Outside NYC,26.25593791343165,2.784097165926282,2,Computer Information Systems,1,0,1,0,1,P
16687,Outside NYC,26.40976521292068,2.377191791737881,9,Computer Science,0,1,0,1,1,DWFI
4710,Bronx,23.756944200098832,3.274519140074612,1,Computer Information Systems,0,0,1,0,0,P
14493,Manhattan,15.848927082461774,2.6659050714692074,15,Computer Science,1,1,1,1,0,DWFI
13869,Outside NYC,24.09516928851209,2.0573481642401026,13,Computer Information Systems,0,0,0,1,1,DWFI
8643,Brooklyn,23.836518748472827,3.2464005464616057,2,Computer Science,1,1,0,1,1,P
